,Y,Text
11174,HUM:ind,Who did Bobby Fischer beat to win the world chess 
11175,DESC:manner,How do you exterminate bees that are in the walls 
11176,LOC:other,Where can I get information and statistics on countries and 
11177,ENTY:lang,Name a Gaelic language .      
11178,NUM:date,"What day is August 13 , 1971 ?   "
11179,LOC:other,Where can I find a list of all the companies 
11180,DESC:manner,How do you send a movie transcript to Hollywood so 
11181,ENTY:cremat,What literary classic centers on the search for a treasure 
11182,DESC:desc,What is the origin of blue for boys and pink 
11183,ENTY:cremat,What is the name of the Michelangelo painting that shows 
11184,NUM:volsize,How big is a quart ?     
11185,DESC:def,What is the Hub of London ?    
11186,ENTY:cremat,Jude Law acted in which film ?    
11187,DESC:reason,What causes panic attacks ?      
11188,DESC:def,What was the filling in the first golf balls ? 
11189,ENTY:dismed,What drug did Sigmund Freud become fascinated with while experimenting 
11190,LOC:country,What country was A Terrible Beauty to Leon Uris ? 
11191,DESC:def,What is typhoid fever ?      
11192,LOC:other,Where can I buy a hat like the kind Jay 
11193,DESC:def,What are the Twin Cities ?     
11194,ENTY:cremat,What is Beethoven 's 9th symphony called ?   
11195,HUM:ind,Name the lawyer for Randy Craft .    
11196,ENTY:food,Which breakfast cereal brought you `` the best each morning 
11197,ABBR:exp,"What does Ms. , Miss , and Mrs. stand for "
11198,LOC:other,What is the Homelite Inc. home page ?   
11199,ENTY:substance,"What explosive do you get by mixing charcoal , sulfur "
11200,LOC:other,What mountainous region of the world is the Lhasa Apso 
11201,ENTY:dismed,What cancer is commonly associated with AIDS ?   
11202,NUM:period,How long does it take light to reach the Earth 
11203,HUM:ind,Who lives at 39 Stone Canyon Way ?   
11204,NUM:count,How many questions are on this thing ?   
11205,HUM:ind,Who played Humpty Dumpty in the 1933 film Alice in 
11206,HUM:ind,"Who is Karenna Gore , Al Gore 's oldest daughter "
11207,HUM:ind,Who played the title role in I Was a Teenage 
11208,DESC:reason,Why are there olives in martinis ?    
11209,NUM:date,In what year did Hitler gain power of Germany ? 
11210,NUM:date,What year did Rossetti paint `` Beata Beatrix '' ? 
11211,HUM:gr,What record company produced the 1978 movie The Wiz ? 
11212,LOC:other,Where can I find information about touring the Philippines ? 
11213,ENTY:other,What did The Gas House Gang play ?   
11214,NUM:count,How many square feet is Bill Gates ' home ? 
11215,HUM:ind,What is the name of actor Rex Harrison 's son 
11216,DESC:def,What is the highest Roman numeral ?    
11217,ENTY:other,What 's the most popular form of bridge ?  
11218,HUM:ind,Who was the inventor of the stove ?   
11219,HUM:ind,What comedian has a legendary reputation for stealing jokes ? 
11220,LOC:other,Where can I find information on the cyclone that hit 
11221,NUM:date,Boxing Day is celebrated on what date ?   
11222,ENTY:cremat,What are the first ten amendements passed ?   
11223,ENTY:dismed,What is another term for the painful wrist syndrome ? 
11224,DESC:desc,What 's the difference between sleet and freezing rain ? 
11225,DESC:manner,How is the new Ford Econoline van F25 V1 engine 
11226,HUM:ind,Who was the king who was forced to agree to 
11227,HUM:ind,Who was made the first honorary citizen of the U.S. 
11228,ENTY:sport,What game is Garry Kasparov really good at ?  
11229,LOC:other,Where was Richard Nixon when Gerald Ford became president ? 
11230,NUM:ord,Where does the U.S. rank among world countries in area 
11231,ENTY:cremat,What novel did Ian Fleming introduce James Bond in ? 
11232,NUM:perc,What was the target rate for M3 growth in 1992 
11233,HUM:gr,What baseball team was routinely called `` dem bums '' 
11234,HUM:ind,Name of scholar on whose literal translations from the Chinese 
11235,NUM:date,When did Israel begin turning the Gaza Strip and Jericho 
11236,DESC:desc,What are the major differences in the Catholic and Methodist 
11237,HUM:ind,Name the On Stage character whose face was never seen 
11238,NUM:count,How much energy is released when oxygen and hydrogen mix 
11239,HUM:gr,What is the best Internet business to go into ? 
11240,DESC:def,What does Venus Retrograde mean ?     
11241,HUM:ind,Who is known as `` the world 's oldest teenager 
11242,LOC:other,What are the largest breweries in the world ?  
11243,DESC:def,What does Las Vegas mean ?     
11244,DESC:def,What does the word `` meta '' mean ?  
11245,ENTY:other,What keeps clouds in the air ?    
11246,ENTY:termeq,What 's the term for any four-sided figure ?  
11247,ENTY:instru,Ray Charles plays which instrument ?     
11248,LOC:country,What country and western singer is known as The Silver 
11249,LOC:other,What building appropriately enough is depicted on the back of 
11250,DESC:def,What is graduate school ?      
11251,DESC:desc,What is the difference between New York-style and Chicago-style pizza 
11252,HUM:ind,What baseball team owner and sailor is known as The 
11253,ENTY:sport,What type of betting is used in horse racing ? 
11254,ENTY:product,What kind of hat does Bat Masterson wear ?  
11255,HUM:ind,Who was with Patricia Hearst the night she was kidnaped 
11256,HUM:ind,What is the Viking Prince 's first name ?  
11257,ABBR:exp,What does the abbreviation cwt. ?     
11258,ENTY:other,In what deodorant commercial did tenants have adjoining medicine cabinets 
11259,LOC:other,Where is Rider College located ?     
11260,HUM:ind,What boxer 's life story is titled Raging Bull ? 
11261,DESC:reason,For what reason did some San Diego schools stop serving 
11262,HUM:ind,Who advised listeners to `` see the U.S.A. in your 
11263,LOC:other,Where was the first restaurant ?     
11264,LOC:other,Where can I find full written draft of CTBT ? 
11265,NUM:count,How many horses died during the civil war ?  
11266,NUM:count,How much waste does an average dairy cow produce in 
11267,HUM:ind,What Nobel laureate was expelled from the Philippines before the 
11268,HUM:ind,"What woman has carried the most multiple births , twins "
11269,NUM:count,How many minutes were there on the original GE College 
11270,NUM:period,What is the average time it takes for a male 
11271,LOC:other,What is website of the International Court of Justice ? 
11272,LOC:other,Where are 8 of the 10 highest mountains in the 
11273,LOC:other,Where can I look at a perpetual calendar ?  
11274,NUM:count,How many astronauts have been on the moon ?  
11275,NUM:date,In what year did the Bounty mutiny happen ?  
11276,ENTY:substance,What is the only substance that gives food its `` 
11277,DESC:manner,How do you reference a website ?    
11278,DESC:def,What is pandoro ?       
11279,ABBR:exp,What do the letters ZIP stand for in the phrase 
11280,HUM:ind,Which Bourbon king was restored to the French throne during 
11281,LOC:city,What is one of the cities that the University of 
11282,DESC:desc,What are the words to `` My Way '' written 
11283,DESC:manner,How do I install a tile floor ?   
11284,ENTY:techmeth,What is the quickest and easiest way to get nail 
11285,DESC:reason,Why was the zipper invented ?     
11286,ENTY:other,What 's the No. 1 killer in industrialized countries ? 
11287,ENTY:animal,Name four famous cartoon cats .     
11288,HUM:ind,What daughter of Henry VIII and Anne Boleyn became queen 
11289,DESC:manner,How did ` stat ' come to be used as 
11290,HUM:gr,What 's the most common nickname of U.S. college football 
11291,DESC:desc,What 's the distinction of U.S. Supreme Court Justice Thurgood 
11292,LOC:other,What is the most useful site on the Internet ? 
11293,LOC:mount,What is the world 's highest peak ?   
11294,DESC:def,What was a Mae West on a World War II 
11295,DESC:def,Define cosmology .        
11296,HUM:ind,What comedienne upstaged Dwight D. Eisenhower 's first inauguration by 
11297,DESC:def,What are amicable numbers ?      
11298,NUM:date,When were the Olympic Games in which Nadia Comaneci became 
11299,LOC:other,"Where is Hearst Castle , built by publisher William Randolph "
11300,LOC:city,What 's the largest U.S. city on the Great Lakes 
11301,HUM:ind,Who sang about Desmond and Molly Jones ?   
11302,ENTY:cremat,"What magazine gives us the cream , not the skim "
11303,ENTY:techmeth,What does the technique called `` cold fusion '' produce 
11304,HUM:ind,What costume designer decided that Michael Jackson should only wear 
11305,ENTY:other,What meter did Shakespeare use in writing : `` To 
11306,NUM:count,How many rows of sprocket holes does a roll of 
11307,NUM:count,What is the goat population of the world ?  
11308,HUM:gr,What company was the original sponsor of TV 's Superman 
11309,ENTY:termeq,What term does a Czech use to describe a Pole 
11310,LOC:other,What sea separates Naples and Algiers ?    
11311,NUM:count,How many lawyers are there in the state of New 
11312,ENTY:substance,What are the most common elements in seawater ?  
11313,DESC:desc,Describe the Finnish music personality Salonen 's appearance .  
11314,DESC:desc,What is the origin of the ethnic category `` caucasian 
11315,DESC:def,What is a stratocaster ?      
11316,ENTY:other,What kind of science is cosmology ?    
11317,HUM:ind,Name the blind sculptress in love with the Fantastic Four 
11318,ENTY:substance,What 's the second-lightest element ?     
11319,ENTY:termeq,What do you call a `` twirl '' in ballet 
11320,ENTY:product,What is the brand name of daminozide ?   
11321,ENTY:termeq,What is the former name of Zimbabwe ?   
11322,HUM:ind,What National Basketball Association superstar told his story in Giant 
11323,ENTY:animal,What animals did The Amazing Three masquerade as ?  
11324,DESC:manner,How did the bikini bathing suite get its name ? 
11325,NUM:date,When did Fraze get his first patent for the pull-tab 
11326,NUM:count,How many games are played in a five-team round-robin tournament 
11327,HUM:ind,Who developed the first polio vaccine ?    
11328,HUM:ind,Who made the first gas engine ?    
11329,LOC:country,"What country claimed Rubens , Van Dyck and Bruegel as "
11330,ENTY:event,What civil war was fought between 1936 and 1939 ? 
11331,NUM:count,How many questions do you have on your database ? 
11332,DESC:manner,How do clouds form ?      
11333,LOC:other,Where can I find examples of legal cases about the 
11334,HUM:ind,What character did Tex Avery first create upon arriving at 
11335,NUM:date,When was the Triangle Shirtwaist fire ?    
11336,HUM:ind,What Asian spiritual and political leader was married at the 
11337,LOC:other,Where is Ocho Rios ?      
11338,DESC:def,What is the half-life of P-32 ?    
11339,LOC:other,What ocean does Mauritania border ?     
11340,DESC:reason,Why do pressure cookers save time in the kitchen ? 
11341,DESC:reason,Why are there 12 people on a jury in criminal 
11342,DESC:desc,What do Christian Scientists believe in ?    
11343,ENTY:event,"What World War I battle saw 6 , 0 troops "
11344,LOC:country,What country is Kosovo a part of ?   
11345,LOC:city,Tell me what city the Kentucky Horse Park is near 
11346,ENTY:product,What computer operating system is on the most computers ? 
11347,LOC:other,What is Bill Gross 's email address ?   
11348,DESC:desc,What is the economic impact of unemployment on the economy 
11349,ABBR:exp,"What do the letters D.C. stand for in Washington , "
11350,ENTY:animal,What animals can live the longest without food ?  
11351,HUM:ind,What English queen had seventeen children ?    
11352,NUM:other,"What is the approximate population of Las Vegas , N.M "
11353,NUM:money,How much does the President get paid ?   
11354,HUM:ind,What two baseball players make up the battery ?  
11355,ENTY:letter,What 's the largest letter in Salvador Dali 's signature 
11356,ENTY:termeq,What does an irate car owner call iron oxide ? 
11357,NUM:perc,"Of children between the ages of two and eleven , "
11358,LOC:state,What 's the northernmost U.S. state apart from Alaska ? 
11359,LOC:other,Name an art gallery in New York .   
11360,HUM:ind,Who sells Viagra ?       
11361,ENTY:instru,What musical instrument did Prewitt play in James Jones 's 
11362,DESC:def,What is the Home Rule Act ?    
11363,LOC:other,What building are British monarchs crowned in ?   
11364,DESC:def,What are Bellworts ?       
11365,HUM:desc,Who was Darius ?       
11366,ENTY:cremat,What movie told of Anna Anderson 's claim to be 
11367,HUM:ind,Who did Dita Beard work for ?    
11368,ENTY:animal,What kind of creature is a coot ?   
11369,HUM:gr,Name the university of which Woodrow Wilson was president . 
11370,LOC:country,What country was first to use the airplane as a 
11371,HUM:gr,What university was Woodrow Wilson President of ?   
11372,ENTY:dismed,What is a fear of disease ?    
11373,ENTY:food,What kind of meat is Fray Bentos synonymous with ? 
11374,ENTY:other,What did Mr. Magoo flog on TV for General Electric 
11375,DESC:desc,What are the words to the Canadian National anthem ? 
11376,ENTY:termeq,What is the name of the Jewish alphabet ?  
11377,HUM:ind,Who served as inspiration for the schoolteacher portrayed by Robin 
11378,NUM:code,What is Columbia Tristar 's phone number ?   
11379,HUM:title,Name the five positions who are in the line of 
11380,HUM:ind,Which one of the original seven Mercury program astronauts did 
11381,HUM:ind,Who is the best known villain of the 165 Gunpowder 
11382,LOC:city,What is the capital of Burkina Faso ?   
11383,LOC:other,What continent is Bolivia on ?     
11384,DESC:reason,Why was Muhammad Ali stripped of his title and barred 
11385,HUM:ind,"Who killed more people , Hitler or Stalin ?  "
11386,DESC:reason,What caused Shea & Gould to close their L.A. office 
11387,ENTY:animal,What 's the only mammal that can 't jump ? 
11388,LOC:state,What U.S. state has the most blondes ?   
11389,ENTY:event,What war saw battles at Parrot 's Beak and Black 
11390,NUM:count,What was the U.S. highway death toll in 1969 ? 
11391,DESC:def,What does the name Kelly mean ?    
11392,DESC:def,What is a phalanx ?      
11393,HUM:ind,What mustachioed comedian portrayed Frankie in North to Alaska ? 
11394,NUM:money,What does each of the utilities cost in Monopoly ? 
11395,HUM:ind,What actor and World War II airman had a $5 
11396,ABBR:exp,What does e.g. stand for ?     
11397,ENTY:dismed,What is the name of the medical condition in which 
11398,DESC:manner,How do storms form ?      
11399,HUM:desc,Who is Nicolo Paganini ?      
11400,LOC:city,What city is often called The Insurance Capital of the 
11401,ENTY:animal,What are the three animals in Sheila Burnford 's The 
11402,HUM:ind,Who portrayed Dracula in Hammer Studios ' films ?  
11403,ENTY:other,Name one of the Seven Wonders of the Ancient World 
11404,NUM:date,When were fish first believed to be found on earth 
11405,HUM:ind,What President 's favorite Biblical quotation was : `` Come 
11406,NUM:count,How many elevators do you ride to reach the top 
11407,HUM:gr,Name the food company that traveled to Soviet Georgia to 
11408,LOC:country,What country was Sir Edmund Hillary born in ?  
11409,ENTY:animal,What 's an infant seal called ?    
11410,DESC:desc,What was the proper Laugh-In respones to : `` Say 
11411,LOC:city,What city was John F. Kennedy nominated for president in 
11412,NUM:period,How long does a dog sleep ?    
11413,ENTY:cremat,What 1963 Joseph L. Mankiewicz film cost $28 million ? 
11414,HUM:gr,What Japanese electronics company was named for a coastal city 
11415,NUM:money,What can you be fined for having a dog on 
11416,LOC:other,Where did the Battle of the Bulge take place ? 
11417,NUM:count,How much will the California be in the year 2000 
11418,HUM:ind,What mystery writer penned `` ...the glory that was Greece 
11419,LOC:state,What state full of milk and honey was the destination 
11420,LOC:other,What is the tallest building in Japan ?   
11421,LOC:other,Where is Sinn Fein 's headquarters ?    
11422,ENTY:food,Name Li 'l Abner 's favorite Indian drink .  
11423,ENTY:event,What are some important events of the 1830 's ? 
11424,NUM:date,The Iraqis launched their attack on Kuwait on what day 
11425,ENTY:letter,What letter adorns the flag of Rwanda ?   
11426,ENTY:other,"What did 8 , CD NNS VBP TO VB NNP "
11427,DESC:def,What is God ?       
11428,LOC:country,What country 's northernmost city is Darwin ?   
11429,LOC:other,"What sound does Olympia , Washington , overlook ?  "
11430,ENTY:cremat,What TV show chronicled the lives of Katy Holstrum and 
11431,LOC:city,What Kentucky city calls itself The Horse Center of America 
11432,NUM:count,How many penny-farthings are there on a Trivial Pursuit game 
11433,ENTY:substance,What 's the most abundant element in the sun ? 
11434,LOC:country,"What European country boasts the city of Furth , found "
11435,LOC:state,What U.S. state is Dixville Notch in ?   
11436,LOC:other,"Where was the Cisalpine Republic , 1797-185 , ?  "
11437,LOC:other,What is the largest shopping mall in the world ? 
11438,HUM:ind,What is the protagonist 's name in Dostoevski 's `` 
11439,ENTY:other,What penalty space lies between Baltic Avenue and Reading Railroad 
11440,HUM:ind,What presidential press secretary dismissed Watergate as a third-rate burglary 
11441,DESC:def,What is a meerkat ?      
11442,HUM:desc,Who was Jean Nicolet ?      
11443,ENTY:animal,What kind of animal was Winnie the Pooh ?  
11444,HUM:ind,Which of these are authors ?     
11445,ENTY:word,What 's the international radio code word for the letter 
11446,HUM:ind,Who was the original Humpty Dumpty ?    
11447,DESC:def,What is cache memory ?      
11448,ENTY:termeq,Aspartame is also known as what ?    
11449,LOC:other,Where is the location of the Orange Bowl ?  
11450,NUM:date,When is President Nixon 's birthday ?    
11451,DESC:desc,"What is the origin of the midwest slang , ` "
11452,HUM:ind,Whose cupboard was bare ?      
11453,LOC:other,What are the seven seas ?     
11454,ABBR:exp,What does IBM stand for ?     
11455,DESC:desc,What is the difference between jazz and blues ?  
11456,DESC:def,What is the C programming language ?    
11457,HUM:ind,What 's the name of Popeye 's adopted son ? 
11458,HUM:ind,Who invented the vacuum cleaner ?     
11459,DESC:def,What is a ` borrow pit ' ?   
11460,HUM:ind,What 2th-century fictional character attends Pencey Prep School ?  
11461,NUM:count,How many people in the USA say their number one 
11462,HUM:ind,"Who does Shakespeare 's Antonio borrow 3 , 0 ducats "
11463,LOC:country,Which country is known as `` Big Bear '' ? 
11464,ENTY:food,"What `` melts in your mouth , not in your "
11465,NUM:count,How many times a day should you take a prescription 
11466,DESC:desc,What is the origin of the atom ?   
11467,HUM:ind,Who is the Voyager project manager ?    
11468,HUM:gr,Which radio stations air the Jim Bohannon Radio Talk Show 
11469,HUM:ind,What two commanders directed the forces in the Battle of 
11470,HUM:ind,Name the creator of `` The Muppets '' .  
11471,DESC:manner,How do I e-mail someone at aol.com from yahoo.com ? 
11472,HUM:ind,Who replies `` I know '' to Princess Leia 's 
11473,DESC:def,What is the meaning of the name Ella ?  
11474,LOC:other,What 's the home of the Rockettes ?   
11475,LOC:other,Where can I find all the information I need to 
11476,HUM:gr,What is the name of the firm that makes Spumante 
11477,ENTY:sport,What sport is played on the largest field ?  
11478,HUM:ind,Who won the 1967 Academy Award for Best Actor ? 
11479,ENTY:other,What is after death ?      
11480,HUM:ind,Name the first private citizen to fly in space . 
11481,HUM:ind,What was football star Elroy Hirsch 's nickname ?  
11482,HUM:ind,What singer sings `` Oh Boy '' ?   
11483,NUM:count,How much pizza do Americans eat in a day ? 
11484,LOC:other,What is the website for the USA journal ?  
11485,HUM:gr,What army 's motto is Blood and Fire ?  
11486,ENTY:other,What kind of patent did Ermal Fraze get in 1963 
11487,DESC:desc,What are you hearing when you put a seashell to 
11488,DESC:reason,Why are haunted houses popular ?     
11489,ENTY:other,Which gender has bigger thighs ?     
11490,LOC:state,What U.S. state has the second-longest coastline ?   
11491,LOC:state,What state 's home to the Buffalo Bill Historical Center 
11492,NUM:speed,How fast do cheetahs run ?     
11493,ENTY:other,What is Ray Bradbury 's illustrated man illustrated with ? 
11494,NUM:speed,How fast is a 45Mhz processor ?    
11495,ENTY:other,What kind of puzzle first appeared in the U.S. in 
11496,HUM:ind,What count did Alexandre Dumas write about ?   
11497,NUM:perc,What are the odds of giving birth to twins ? 
11498,LOC:other,What is the largest natural lake in Pennsylvania ?  
11499,NUM:dist,How far is London UK from California ?   
11500,ENTY:animal,Name the two mystical ravens Odin has at his command 
11501,ENTY:animal,What was the species of Winnie the Pooh ?  
11502,DESC:def,What is the virus HIV ?     
11503,NUM:count,How many years old is Benny Carter ?   
11504,ENTY:cremat,What Hermann Hesse book gave its name to a rock 
11505,LOC:other,Where does the Santa Fe Trail begin and end ? 
11506,ENTY:cremat,What book is the follow-up to Future Shock ?  
11507,ENTY:animal,What African animals are known as The Big Five ? 
11508,ENTY:letter,What is the alphabet for Latin ?    
11509,ENTY:dismed,What is the fear of frogs ?    
11510,LOC:city,Which city in Canada is the least-populated ?   
11511,NUM:period,How old is Stevie Wonder ?     
11512,HUM:ind,Who was the first Taiwanese President ?    
11513,HUM:ind,Who is Luke Skywalker 's father ?    
11514,ENTY:other,What does a dipsomaniac crave ?     
11515,DESC:def,What is the definition of the term `` weapons system 
11516,DESC:desc,What are Christopher Marlowe 's and Shakespeare 's literary contributions 
11517,ENTY:food,What is Nero Wolfe 's favorite drink during office hours 
11518,HUM:gr,What is the first personal computer company ?   
11519,ENTY:techmeth,What is the most efficient way to start a barbeque 
11520,HUM:desc,Who was Jane Goodall ?      
11521,DESC:reason,Why are there Braille things on the ATM machines that 
11522,LOC:other,Where is the Isle of Man ?    
11523,ENTY:cremat,What book did Aaron Hass write ?    
11524,NUM:other,What was the death toll at the eruption of Mount 
11525,NUM:date,When will the millennium officially begin ?    
11526,HUM:ind,"Who created the comic strip , `` Garfield '' ? "
11527,HUM:ind,Which Vietnamese terrorist is now a UN delegate in Doonesbury 
11528,DESC:def,What is real time processing ?     
11529,LOC:other,What do we call the imaginary line along the top 
11530,LOC:country,What country 's capital is Lagos ?    
11531,LOC:other,Where does Ray Bradbury 's Chronicles take place ?  
11532,HUM:ind,Who is the current prime minister and president of Russia 
11533,HUM:ind,Who established a Viking colony in Greenland about 985 ? 
11534,ENTY:symbol,What was the distinguishing mark on the `` Little Rascals 
11535,NUM:other,"What is the latitude and longitude of El Paso , "
11536,LOC:other,Where can I get information about cystic fibrosis ?  
11537,LOC:other,Where did Honecker rule ?      
11538,DESC:def,What is the theory of equivalence states ?   
11539,ENTY:other,What does a philatelist collect ?     
11540,NUM:period,What is the life span of the average monkey ? 
11541,NUM:count,How many member states are in the UN ?  
11542,HUM:ind,Who shot and killed himself while painting Wheatfield with Crows 
11543,DESC:desc,What will happen when sodium is put in water ? 
11544,DESC:def,What 's the meaning of UOL ?    
11545,HUM:ind,What future President became Senate majority whip under Harry Truman 
11546,HUM:ind,Who was the architect of Central Park ?   
11547,ENTY:product,Which operating system runs on IBM-compatible machines ?   
11548,NUM:dist,What are the dimensions of an ice hockey goal ? 
11549,NUM:date,When was CNN 's first broadcast ?    
11550,ENTY:symbol,What are the signs of a country going into a 
11551,DESC:def,What is the circumorbital hematoma ?     
11552,LOC:country,What African country is governed from Ouagadougou ?   
11553,HUM:ind,What was the Christian name of the title character in 
11554,HUM:ind,What hard-of hearing artist painted Sunflowers ?    
11555,HUM:gr,Who were the Yankee 's frequent enemies ?   
11556,HUM:ind,Who wrote Sons and Lovers ?     
11557,ENTY:termeq,What is the English translation for the word `` caliente 
11558,ENTY:techmeth,What handicraft requires you to interlace your warp and weft 
11559,LOC:city,What French seaport claims to be The Home of Wines 
11560,NUM:period,How long does it take sunlight to reach Earth ? 
11561,NUM:count,How many milliseconds in a second ?    
11562,HUM:ind,What Cherokee Indian gave his name to a tree ? 
11563,NUM:date,When were camcorders introduced in Malaysia ?    
11564,NUM:perc,What is the chance of conceiving quadruplets ?   
11565,HUM:ind,Who was the star of Leave It to Beaver ? 
11566,LOC:country,What countries have the largest armed forces in the world 
11567,HUM:ind,What was William F. Cody 's better-known name ?  
11568,DESC:manner,How do I increase my biceps ' size ?  
11569,HUM:ind,Who did Richard Nixon tender his resignation to ?  
11570,HUM:desc,Who was Thucydides ?       
11571,DESC:manner,How is the element strontium purified ?    
11572,HUM:ind,Which of the following rock 'n roll stars has a 
11573,DESC:reason,What are tonsils for ?      
11574,ENTY:substance,"What molecules include fluorine , sodium and magnesium ?  "
11575,ENTY:sport,What was the name of the ball game played by 
11576,ENTY:cremat,What was the sequel to The Moon 's Balloon ? 
11577,NUM:money,What is the exchange rate for Australian to American money 
11578,DESC:desc,What is the origin of the word ` posh ' 
11579,DESC:manner,How can anyone tell if a female had sexual intercourse 
11580,NUM:count,How many states did Richard Nixon carry in 1972 ? 
11581,ENTY:techmeth,What basketball maneuver did Bert Loomis invent ?   
11582,ENTY:cremat,What is a good book to read for people who 
11583,NUM:count,How many shillings more than 2 were there in a 
11584,ENTY:food,What does a tarantula eat ?     
11585,ENTY:color,What are the three secondary colors ?    
11586,DESC:def,What does the name `` Sabrina '' mean ?  
11587,HUM:ind,Who took over as conductor of the Boston Pops after 
11588,ENTY:event,What were the trials called which followed World War II 
11589,DESC:def,What is hebephrenia ?       
11590,HUM:ind,What Nazi leader killed himself in jail just before he 
11591,ENTY:event,What famous events have happened on March 27 ?  
11592,HUM:gr,Which company claimed to be `` the world 's biggest 
11593,NUM:other,What brand number graces the black label of a bottle 
11594,ENTY:termeq,What do I call the sons and daughters of my 
11595,DESC:reason,What were the causes of the Civil War ?  
11596,DESC:def,What are Maid-Rites ?       
11597,LOC:city,What city is terrorized by Dracula in The Night Stalker 
11598,DESC:manner,How can you prevent it ?     
11599,DESC:def,What do the names Andrew and Christina mean ?  
11600,ENTY:food,What chocolate bar created by Frank Mars and his wife 
11601,HUM:ind,Who is the fastest guitarist ?     
11602,ENTY:other,What do camels store in their humps ?   
11603,ENTY:veh,What is the name of the second space shuttle ? 
11604,LOC:other,What is the best hospital for orthopedics in the country 
11605,DESC:def,What are perfect tenses ?      
11606,DESC:def,What is commonly considered the fifth sense ?   
11607,ENTY:termeq,What was another name for East Germany ?   
11608,ENTY:cremat,What 's the second-biggest-selling magazine in America ?   
11609,HUM:ind,Who betrayed Norway to the Nazis ?    
11610,HUM:ind,Who took the toys donated for the Doodyville Orphans ' 
11611,DESC:def,What is a bourdon tube ?     
11612,ENTY:sport,What kind of a sports team is the Wisconsin Badgers 
11613,HUM:ind,Who were the Picts ?      
11614,DESC:desc,"What do Caroll Baker , Tammy Grimes , Debbie Reynolds "
11615,DESC:def,What is film noir ?      
11616,HUM:ind,Who is stationed at Camp Swampy in the comic strips 
11617,NUM:date,In what year did China and the Republic of Korea 
11618,DESC:reason,What causes tuberculosis ?       
11619,NUM:dist,How tall is the giraffe ?     
11620,HUM:ind,What actor dressed up as Santa Claus and had a 
11621,ENTY:animal,What animal was the heat-seeking missile called the Sidewinder named 
11622,NUM:period,How long did it take Stanley to find Livingstone ? 
11623,NUM:count,How much of the nation 's children between the ages 
11624,LOC:other,What lake is Sheboygan on ?     
11625,DESC:def,What are a baseball team 's firemen ?   
11626,ENTY:dismed,What is a fear of color ?    
11627,ENTY:veh,What Nantucket shipwreck killed more divers exploring it than the 
11628,ENTY:animal,What are the two largest birds on earth ?  
11629,ENTY:cremat,Name the four stories contained in Edith Wharton 's `` 
11630,LOC:other,What is the largest lake in North America ?  
11631,NUM:count,How many people died because of a smoking problem in 
11632,ENTY:dismed,What is chronic constipation a symptom of ?   
11633,HUM:ind,Who wrote The Look of Love after viewing Ursula Andress 
11634,HUM:ind,What is the name of the American swimmer who won 
11635,HUM:ind,Who claims to have the greatest show on earth ? 
11636,DESC:def,What is Head Start ?      
11637,HUM:ind,What Honeymooners actress did Television magazine name as 1953 's 
11638,DESC:reason,Why can 't women serve in the Navy on board 
11639,ENTY:other,What did the Yalta Conference lead to ?   
11640,ENTY:animal,What dog was dubbed The Mortgage Lifter ?   
11641,DESC:def,What is saltpeter ?       
11642,DESC:desc,What 's the difference between J.D. and LL.M. ?  
11643,HUM:gr,What kind of organization is ` Last Chance for Animals 
11644,HUM:ind,What was the role of the Medieval Guild ?  
11645,HUM:ind,Silly putty was invented by whom ?    
11646,ENTY:other,What should the oven be set at for baking Peachy 
11647,DESC:manner,How can someone become a federal agent ?   
11648,HUM:ind,Who invented the paper clip ?     
11649,HUM:ind,Whom did Lauren Bacall marry after her husband Humphrey Bogart 
11650,NUM:count,How many times in his 16-year National Basketball Associaton career 
11651,LOC:city,What city or state do the most gay men live 
11652,NUM:period,Shea and Gould had an office in Los Angeles for 
11653,ENTY:word,"What word occurs 46 , 227 times in the Bible "
11654,DESC:manner,How can you be happy ?     
11655,DESC:manner,How would someone go about becoming an organ donor ? 
11656,NUM:date,"What year did Degas create the bronze sculpture , `` "
11657,HUM:ind,What composer was awarded the Medal of Honor by Franklin 
11658,NUM:count,How many URL extensions are there ? and what are 
11659,NUM:period,How long after intercourse does it take to find out 
11660,ABBR:exp,What does U.S.S.R. stand for ?     
11661,HUM:ind,"Who created the Fantastic Four , Hulk , and Thor "
11662,ENTY:dismed,What is a fear of gravity ?    
11663,HUM:ind,Who is the composer of `` Canon in D Major 
11664,DESC:desc,What did n't Rocky Marciano do in his pro boxing 
11665,LOC:other,Where are all European and American eels born ?  
11666,HUM:ind,Who was the author of the novel `` Far From 
11667,DESC:def,What is the definition of ` graphic details ' ? 
11668,ENTY:product,What was `` America 's recessed-filter cigarette '' ?  
11669,ENTY:animal,What kind of dog is Scooby Doo ?   
11670,DESC:reason,What is the function of the appendix ?   
11671,HUM:ind,What department store heir is responsible for raising a three-ton 
11672,ENTY:other,Which sex is twice as likely to contract leprosy ? 
11673,LOC:city,What was the first town to be chartered in Vermont 
11674,LOC:state,What state has the longest Great Lakes shoreline ?  
11675,LOC:state,What U.S. state ends with a G ?   
11676,NUM:count,How many varieties of twins are there ?   
11677,DESC:def,What is a Cartesian Diver ?     
11678,LOC:other,What are the largest libraries in the US ?  
11679,NUM:count,How many people live in the Falklands ?   
11680,HUM:ind,Who was Camp David named for ?    
11681,ENTY:cremat,What document did President Andrew Johnson want a copy of 
11682,HUM:ind,Who portrayed `` the man without a face '' in 
